Id;Ime;Obdobje;Narodnost;Smer;Kraj 
520;BONAZZA, Giovanni;Baroque;Italian;sculptor;Padua
3311;RYSBRACK, John Michael;Baroque;Flemish;sculptor;London
257;BULAND, Jean-Eugène;Realism;French;painter;Paris
824;CISERI, Antonio;Realism;Italian;painter;Florence
3178;RIGAUD, John Francis;Rococo;French;painter;London
2525;MAYER, Marie-Constance;Rococo;French;painter;Paris
227;BRONCHORST, Johannes van;Baroque;Dutch;painter;
2832;PAOLO DI GIOVANNI FEI;Medieval;Italian;painter;Siena
488;BOBADILLA, Jerónimo de;Baroque;Spanish;painter;Seville
1128;DRAKE, Johann Friedrich;Romanticism;German;sculptor;
746;CAULLERY, Louis de;Baroque;Flemish;painter;Antwerp
2208;LUTMA, Johannes the Elder;Baroque;Dutch;goldsmith;Amsterdam
4008;VREL, Jacobus;Baroque;Dutch;painter;
3959;VINCKENBRINCK, Albert Jansz.;Baroque;Dutch;sculptor;Amsterdam
4066;WILIGELMO;Medieval;Italian;sculptor;Modena
3345;SAN FRIANO, Maso da;Mannerism;Italian;painter;Florence
205;BREENBERGH, Bartholomeus;Baroque;Dutch;painter;Amsterdam
3189;RING, Ludger tom, the Elder;Northern Renaissance;German;painter;Münster
2890;PEREDA, Antonio de;Baroque;Spanish;painter;Madrid
2568;MENZEL, Adolph von;Realism;German;painter;Berlin
2067;LEMONNIER, Anicet-Charles-Gabriel;Neoclassicism;French;painter;
1681;HACKERT, Jacob Philipp;Rococo;German;painter;
2447;MASTER of Saint Cecilia;Medieval;Italian;painter;Florence
2415;MASTER H.L.;Northern Renaissance;German;sculptor;Upper Rhine
1030;DAVID, Gerard;Northern Renaissance;Flemish;painter;Bruges
3529;SOLDI, Andrea;Baroque;Italian;painter;London
794;CHASE, William Merritt;Impressionism;American;painter;New York
2382;MARSHALL, Benjamin;Romanticism;English;painter;London
3079;QUELLINUS, Artus II;Baroque;Flemish;sculptor;Antwerp
1320;FONDULI, Giovanni Paolo;Early Renaissance;Italian;sculptor;Padua
1161;DUPRÉ, Jules;Realism;French;painter;Barbizon
1938;KOBELL, Hendrik;Rococo;Dutch;painter;Rotterdam
1014;DANDINI, Vincenzo;Baroque;Italian;painter;Florence
3963;VIOLA, Giovan Battista;Baroque;Italian;painter;Rome
1949;KÖNIG, Johann;Baroque;German;painter;Augsburg
1509;GILLIS, Nicolaes;Baroque;Dutch;painter;Haarlem
2626;MILLET, Jean-François;Realism;French;painter;Barbizon
2615;MIJN, Heroman van der;Baroque;Dutch;painter;
4057;WHEATLEY, Francis;Rococo;English;painter;London
2739;NUYEN, Wijnandus Johannes Josephus;Romanticism;Dutch;painter;The Hague
1485;GHERARDI, Filippo;Baroque;Italian;painter;Venice
2575;MERSSEMAN, Auguste Joseph Marie de;Realism;Belgian;painter;Antwerp
1427;GALLOCHE, Louis;Baroque;French;painter;Paris
464;BISSCHOP, Abraham;Baroque;Dutch;painter;Middelburg
279;BUYTEWECH, Willem Pietersz.;Baroque;Dutch;painter;Haarlem
2653;MOLLI, Clemente;Baroque;Italian;sculptor;
1331;FORABOSCO, Girolamo;Baroque;Italian;painter;Venice
1977;LA THANGUE, Henry Herbert;Impressionism;English;painter;
3840;VALCKENBORCH,  Gillis van;Mannerism;Flemish;painter;Frankfurt am Main
3130;REHBENITZ, Theodor Markus;Romanticism;German;painter;
533;BONTEMPS, Pierre;Mannerism;French;sculptor;
2321;MUNKÁCSY, Mihály;Realism;Hungarian;painter;
2365;MARIOTTO DI NARDO;Medieval;Italian;painter;Florence
1542;GIOVANNI DI BARTOLOMEO CRISTIANI;Medieval;Italian;painter;Pistoia
1580;GONZÁLEZ, Bartolomé;Baroque;Spanish;painter;
268;BURGOS, Juan de;Early Renaissance;Spanish;painter;León
1347;FRANCAVILLA, Pietro;Mannerism;Italian;sculptor;
3416;SCHNORR VON CAROLSFELD, Julius;Romanticism;German;painter;
1673;GUTHRIE, James;Realism;Scottish;painter;
1402;FURINI, Francesco;Baroque;Italian;painter;Florence
2448;MASTER of Saint Veronica;Early Renaissance;German;painter;Cologne
1991;LAMA, Giulia;Baroque;Italian;painter;Venice
791;CHARPENTIER, Alexandre-Louis-Marie;Realism;French;sculptor;Paris
3352;SANGALLO, Antonio da, the Elder;High Renaissance;Italian;architect;
3177;RIGAUD, Hyacinthe;Baroque;French;painter;Paris
3521;SOHLBERG, Harald;Realism;Norwegian;painter;Oslo
1059;DELVAUX, Laurent;Baroque;Flemish;sculptor;
3444;SEBASTIANO DEL PIOMBO;High Renaissance;Italian;painter;Venice
1240;FALCONETTO, Giovanni Maria;High Renaissance;Italian;painter;Verona
3262;ROSSETTI, Dante Gabriel;Romanticism;English;painter;
3947;VIGÉE-LEBRUN, Élisabeth;Rococo;French;painter;
3598;STRADANUS, Johannes;Mannerism;Flemish;painter;Italy
2490;MASTER of the Palazzo Venezia Madonna;Medieval;Italian;painter;Siena
3518;SODOMA, Il;High Renaissance;Italian;painter;Siena
2108;LIBERI, Marco;Baroque;Italian;painter;
3680;THIENEN, Renier van;Northern Renaissance;Flemish;sculptor;Brussels
1801;HUYSUM, Jan van;Baroque;Dutch;painter;Amsterdam
92;ANGUIER, Michel;Baroque;French;sculptor;
3429;SCHREYER, Christian Adolf;Realism;German;painter;
2173;LOOS, Friedrich;Romanticism;Austrian;painter;
704;CARPACCIO, Vittore;High Renaissance;Italian;painter;Venice
4072;WILLEMS, Florent Joseph Marie;Realism;Belgian;painter;Paris
2846;PASCH, Lorentz the Younger;Rococo;Swedish;painter;
2561;MEMMO DI FILIPPUCCIO;Medieval;Italian;painter;
3034;POZZI, Stefano;Baroque;Italian;painter;Rome
3120;RECCO, Giovan Battista;Baroque;Italian;painter;Naples
298;BARTHEL, Melchior;Baroque;German;sculptor;Venice
1399;FÜHRICH, Joseph von;Romanticism;Bohemian;painter;
1825;JACOBSZ., Juriaen;Baroque;Dutch;painter;
330;BEACH, Thomas;Rococo;English;painter;Bath
3419;SCHOLDERER, Otto Franz;Realism;German;painter;
1972;KUPECKY, Jan;Baroque;Bohemian;painter;
1472;GEOFFROY, Henry-Jules-Jean;Realism;French;painter;Paris
933;COSTA, Lorenzo the Elder;Early Renaissance;Italian;painter;Ferrara
956;COUSTOU, Guillaume I;Baroque;French;sculptor;
2008;LANINO, Bernardino;High Renaissance;Italian;painter;Vercelli
1085;DIETRICH, Christian Wilhelm Ernst;Baroque;German;painter;Dresden
638;CAMILO, Francisco;Baroque;Spanish;painter;Madrid
890;CONINXLOO, Gillis van;Mannerism;Flemish;painter;
1994;LAMBERTI, Piero di Niccolò;Early Renaissance;Italian;sculptor;Venice
363;BELLE, Clément-Louis-Marie-Anne;Rococo;French;painter;Paris
2093;LEU, Hans the Younger;High Renaissance;Swiss;painter;Zurich
3492;SIMON VON TAISTEN;Northern Renaissance;Austrian;painter;Welsberg-Taisten
1172;DUSART, Cornelis;Baroque;Dutch;painter;Haarlem
34;ALBERTI, Cherubino;Mannerism;Italian;painter;Rome
2729;NOTKE, Bernt;Northern Renaissance;German;sculptor;
1187;EECKHOUT, Gerbrand van den;Baroque;Dutch;painter;Amsterdam
355;BEINASCHI, Giovan Battista;Baroque;Italian;painter;Naples
346;BEEST, Sybrand van;Baroque;Dutch;painter;
3219;ROELOFS, Willem;Realism;Dutch;painter;
1340;FOUQUET, Jean;Northern Renaissance;French;painter;
3304;RUXTHIEL, Henri-Joseph;Neoclassicism;French;sculptor;
3717;TOEPUT, Lodewijk;Mannerism;Flemish;painter;Italy
262;BUONTALENTI, Bernardo;Mannerism;Italian;architect;Florence
3335;SALUCCI, Alessandro;Baroque;Italian;painter;Rome
293;BARRE, Jean-August;Realism;French;sculptor;Paris
56;ALTICHIERO da Zevio;Medieval;Italian;painter;Verona
2364;MARIO DEI FIORI;Baroque;Italian;painter;Rome
54;ALTDORFER, Albrecht;Northern Renaissance;German;painter;
1450;GASSEL, Lucas;Mannerism;Flemish;painter;Brussels
2681;NEER, Eglon van der;Baroque;Dutch;painter;
957;COUSTOU, Guillaume II;Neoclassicism;French;sculptor;Paris
2631;MIR TRINXET, Joaquím;Impressionism;Catalan;painter;
1691;HEEM, David Cornelisz. de;Baroque;Dutch;painter;The Hague
1121;DOU, Gerrit;Baroque;Dutch;painter;Leiden
3771;TRUMBULL, John;Neoclassicism;American;painter;
3077;QUEIROLO, Francesco;Baroque;Italian;sculptor;Naples
2126;LINT, Hendrik Frans van;Baroque;Flemish;painter;Rome
2576;MESSERSCHMIDT, Franz Xaver;Rococo;Austrian;sculptor;
1558;GISLEBERTUS;Medieval;French;sculptor;
2355;MARÉES, Hans von;Romanticism;German;painter;Italy
3623;SUSTERMANS, Justus;Baroque;Flemish;painter;
2094;LEUTZE, Emanuel Gottlieb;Romanticism;American;painter;
2521;MAUREAU, Alphonse;Impressionism;French;painter;Paris
3265;ROSSI, Mariano;Neoclassicism;Italian;painter;
962;COXCIE, Jan Anthonie;Baroque;Flemish;painter;Mechelen
3496;SIMONINI, Francesco;Baroque;Italian;painter;Venice
125;ARTIOLI, Giuseppe;Neoclassicism;Italian;painter;Mantua
2877;PELLIZZA DA VOLPEDO, Giuseppe;Impressionism;Italian;painter;
3768;TROYON, Constant;Realism;French;painter;
1608;GRAVE, Josua de;Baroque;Dutch;painter;
3372;SARGENT, John Singer;Realism;American;painter;London
537;BOR, Paulus;Baroque;Dutch;painter;Amersfoort
3011;PONZIO, Flaminio;Baroque;Italian;architect;
1412;GAGINI, Pace;High Renaissance;Italian;sculptor;Genoa
3361;SANTACROCE, Girolamo da;High Renaissance;Italian;painter;Venice
2046;LEEMPUT, Remigius van;Baroque;Flemish;painter;
489;BOCANEGRA, Pedro Anastasio;Baroque;Spanish;painter;Granada
1133;DROUAIS, François-Hubert;Baroque;French;painter;
1040;DEDREUX, Alfred;Romanticism;French;painter;Paris
490;BOCCACCINO, Boccaccio;Early Renaissance;Italian;painter;Cremona
2508;MASTER THOMAS de Coloswar;Northern Renaissance;Hungarian;painter;
3706;TIRONI, Francesco;Neoclassicism;Italian;painter;Venice
4017;WAEL, Cornelis de;Baroque;Flemish;painter;Rome
2083;LEONI, Pompeo;Mannerism;Italian;painter;Spain
2669;NASMYTH, Patrick;Romanticism;Scottish;painter;London
2390;MARTINELLI, Giovanni;Baroque;Italian;painter;Florence
2660;NAIVEU, Matthijs;Baroque;Dutch;painter;Leiden
3440;SCOTT, Samuel;Baroque;English;painter;
4032;WEBBER, John;Rococo;English;painter;London
2026;LE BRUN, Charles;Baroque;French;painter;Paris
926;CORTE, Juan de la;Baroque;Spanish;painter;Madrid
1167;DURAND, Asher Brown;Romanticism;American;painter;
2860;PATER, Jean Baptiste Joseph;Baroque;French;painter;Paris
390;BENOUVILLE, Jean-Achille;Realism;French;painter;Paris
1185;EDELFELT, Albert;Impressionism;Finnish;painter;Paris
1203;ERHART, Gregor;Northern Renaissance;German;sculptor;Augsburg
2133;LIPPI, Filippino;Early Renaissance;Italian;painter;Florence
3798;UNKNOWN MASTERS, Catalan;Medieval;Catalan;painter;
3710;TISCHBEIN, Johann Heinrich Wilhelm;Neoclassicism;German;painter;Naples
1942;KOCH, Joseph Anton;Romanticism;Austrian;painter;
2791;OVENS, Jürgen;Baroque;German;painter;
553;BOSCHETTI, Lorenzo;Baroque;Italian;architect;Venice
1979;LA TOUR, Maurice Quentin de;Baroque;French;painter;
2169;LOO, Louis Michel van;Baroque;French;painter;
2361;MARIN, Joseph Charles;Rococo;French;sculptor;
2547;MEIFRÉN Y ROIG, Eliseo;Impressionism;Catalan;painter;
2341;MANSUETI, Giovanni;Early Renaissance;Italian;painter;Venice
2114;LIES, Jozef Hubert;Romanticism;Belgian;painter;
1082;DIAZ DE LA PEÑA, Narcisse Virgile;Realism;French;painter;Barbizon
1299;FISCHBACH, Johann;Romanticism;German;painter;
2883;PENNACCHI, Pier Maria;Early Renaissance;Italian;painter;Treviso
1315;FOCCHI, Ferdinando;Baroque;Italian;painter;Bologna
3542;SPADA, Lionello;Baroque;Italian;painter;Bologna
1599;GRAMATICA, Antiveduto;Baroque;Italian;painter;Rome
1653;GUAS, Juan;Early Renaissance;French;architect;Toledo
3137;REINHOLD, Heinrich;Romanticism;German;painter;
2225;MADOU, Jean-Baptiste;Romanticism;Belgian;painter;
1613;GRECO, Gennaro;Baroque;Italian;painter;Naples
351;BEGEYN, Abraham Jansz.;Baroque;Dutch;painter;
1936;KNÜPFER, Nicolaus;Baroque;Dutch;painter;
3565;STANZIONE, Massimo;Baroque;Italian;painter;Naples
3301;RUSTICI, Giovanni Francesco;High Renaissance;Italian;sculptor;Florence
599;BRAKENBURG, Richard;Baroque;Dutch;painter;Haarlem
1588;GOUJON, Jean;Northern Renaissance;French;sculptor;
554;BOSCOLI, Tommaso di Pietro;High Renaissance;Italian;architect;
2332;MANDER, Karel van, the Elder;Mannerism;Dutch;painter;
1359;FRANCESCO DI ANTONIO DEL CHIERICO;Early Renaissance;Italian;illuminator;Florence
975;CRANACH, Hans;Northern Renaissance;German;painter;
3018;PORTA, Antonio della;Early Renaissance;Italian;sculptor;
1132;DROST, Willem;Baroque;Dutch;painter;Amsterdam
1317;FOGGINI, Giambattista;Baroque;Italian;sculptor;Florence
3258;ROSSELLI, Matteo;Baroque;Italian;painter;Florence
2768;ORDÓÑEZ, Bartolomé;High Renaissance;Spanish;sculptor;
1980;LABILLE-GUIARD, Adélaide;Rococo;French;painter;Paris
3931;VERVLOET, Frans;Romanticism;Belgian;painter;
2901;PERROT, Antoine Marie;Romanticism;French;painter;
46;ALLEGRAIN, Etienne;Baroque;French;painter;Paris
2580;METSU, Gabriel;Baroque;Dutch;painter;Leiden
2805;PAGANI, Gregorio;Mannerism;Italian;painter;Florence
654;CURRADI, Francesco;Baroque;Italian;painter;
3990;VOLLERDT, Johann Christian;Rococo;German;painter;
305;BARTOLOMEO DI GIOVANNI;Early Renaissance;Italian;painter;Florence
3196;RIZI, Francisco;Baroque;Spanish;painter;Madrid
896;CONTI, Francesco;Baroque;Italian;painter;Florence
3918;VERMEULEN, Andries;Rococo;Dutch;painter;Dordrecht
3627;SUZOR-COTÉ, Marc Aurèle de Foy;Impressionism;Other;painter;
3993;VONNOH, Robert William;Impressionism;American;painter;
2236;MAGNO, Giovanni Battista;Baroque;Italian;painter;Rome
2238;MAIANO, Benedetto da;Early Renaissance;Italian;sculptor;Florence
1175;DUYFHUIJSEN, Pieter Jacobsz.;Baroque;Dutch;painter;Rotterdam
2848;PASQUALINO VENETO;Early Renaissance;Italian;painter;Venice
2993;POILLY, François de;Baroque;French;painter;Paris
744;CATS, Jacob;Rococo;Dutch;painter;
1189;EGMONT, Justus van;Baroque;Flemish;painter;Antwerp
1287;FEUERBACH, Anselm Friedrich;Romanticism;German;painter;Italy
2953;PIETRO DI GIOVANNI D'AMBROGIO;Early Renaissance;Italian;painter;Siena
1378;FRANQUE, Jean-Pierre;Romanticism;French;painter;
3881;VELDE, Esaias van de;Baroque;Dutch;painter;The Hague
776;CESARE da Sesto;High Renaissance;Italian;painter;Lombardy
1921;KLENZE, Leo von;Romanticism;German;painter;
612;CADES, Giuseppe;Baroque;Italian;painter;Rome
3655;TASSI, Agostino;Baroque;Italian;painter;Rome
396;BENVENUTI, Pietro;Neoclassicism;Italian;painter;Florence
1219;EVERDINGEN, Caesar van;Baroque;Dutch;painter;
2117;LIGARI, Pietro;Baroque;Italian;painter;Valtellina
1727;HEUSCH, Willem de;Baroque;Dutch;painter;Utrecht
2056;LEICHER, Felix Ivo;Rococo;Austrian;painter;
1733;HIEPES, Tomás;Baroque;Spanish;painter;Valencia
2469;MASTER of the Dresden Prayer Book;Northern Renaissance;Flemish;illuminator;Bruges
1862;JOHANSEN, Viggo;Impressionism;Danish;painter;Skagen
3331;SALLAERT, Anthonis;Baroque;Flemish;painter;Brussels
3014;PORCELLIS, Jan;Baroque;Dutch;painter;
1709;HEMESSEN, Catharina van;Mannerism;Flemish;painter;
1068;DESHAYS, Jean-Baptiste;Baroque;French;painter;Paris
1900;KERN, Leonhard;Baroque;German;sculptor;
3336;SALVADOR CARMONA, Luis;Baroque;Spanish;sculptor;
617;CAFFIÉRI, Jean-Jacques;Baroque;French;sculptor;
2420;MASTER of 1310;Medieval;Italian;painter;Pistoia
252;BUESEM, Jan Jansz.;Baroque;Dutch;painter;Amsterdam
1178;DYCE, William;Romanticism;Scottish;painter;
1046;DELAISTRE, François-Nicolas;Neoclassicism;French;sculptor;
2916;PETTENKOFEN, August von;Realism;Austrian;painter;Vienna
1517;GIORDANO, Luca;Baroque;Italian;painter;Naples
3460;SERLIO, Sebastiano;High Renaissance;Italian;architect;
3666;TENIERS, David the Younger;Baroque;Flemish;painter;Antwerp
2070;LEMOYNE, Jean-Baptiste I;Baroque;French;sculptor;Paris
575;BOUDARD, Jean-Baptiste;Rococo;French;sculptor;Parma
3934;VERWILT, François;Baroque;Dutch;painter;
3476;SHUBIN, Fedot Ivanovich;Neoclassicism;Russian;sculptor;St. Petersburg
1940;KOBELL, Wilhelm von;Romanticism;German;painter;
2096;LEVITAN, Isaak Ilyich;Impressionism;Russian;painter;
4038;WEENIX, Jan Baptist;Baroque;Dutch;painter;Rome
2695;NICCOLÒ DA BOLOGNA;Medieval;Italian;illuminator;Bologna
3602;STREECK, Juriaen van;Baroque;Dutch;painter;Amsterdam
1027;DAUCHER, Hans;Northern Renaissance;German;sculptor;
3464;SERRA, Jaume;Medieval;Catalan;painter;Catalonia
1750;HOGARTH, William;Baroque;English;painter;
3540;SORMANI, Leonardo;Mannerism;Italian;sculptor;Rome
1961;KRAFT, Adam;Northern Renaissance;German;sculptor;Nuremberg
4123;ZARZA, Vasco de la;Early Renaissance;Spanish;sculptor;Avila
1535;GIOVANNI DA RIMINI;Medieval;Italian;painter;Rimini
2795;PACE DEL CAMPIDOGLIO, Michele;Baroque;Italian;painter;Rome
457;BILIVERT, Jacopo;Mannerism;Dutch;goldsmith;Florence
1965;KRØYER, Peter Severin;Realism;Danish;painter;Skagen
2678;NEEFFS, Peeter the Elder;Baroque;Flemish;painter;Antwerp
1696;HEEREMANS, Thomas;Baroque;Dutch;painter;Haarlem
2821;PALMEZZANO, Marco;Early Renaissance;Italian;painter;
3247;ROOS, Philipp Peter;Baroque;German;painter;Rome
3216;RODIN, Auguste;Impressionism;French;sculptor;Paris
240;BRUEGHEL, Pieter III;Baroque;Flemish;painter;Antwerp
721;CASAS I CARBÓ, Ramón;Impressionism;Spanish;painter;
452;BIERSTADT, Albert;Realism;American;painter;
2572;MERCK, Jacob Fransz. van der;Baroque;Dutch;painter;
1820;JACKSON, Gilbert;Baroque;English;painter;London
3387;SCALFAROTTO, Giovanni Antonio;Baroque;Italian;architect;Venice
3915;VERMEER VAN HAARLEM, Jan the Younger;Baroque;Dutch;painter;Haarlem
2201;LUCE, Maximilien;Impressionism;French;painter;Paris
2409;MASSYS, Quentin;Northern Renaissance;Flemish;painter;Antwerp
2041;LECOMTE, Félix;Neoclassicism;French;sculptor;Paris
1946;KOETS, Roelof;Baroque;Dutch;painter;Haarlem
2762;OOST, Jacob van, the Younger;Baroque;Flemish;painter;Bruges
1155;DUMONT, Augustin-Alexandre;Romanticism;French;sculptor;
765;CECCO DI PIETRO;Medieval;Italian;painter;Pisa
3066;PUGH, Herbert;Rococo;Irish;painter;London
3009;PONTELLI, Baccio;Early Renaissance;Italian;architect;Rome
3456;SEMITECOLO, Nicoletto;Medieval;Italian;painter;Padua
3057;PRUD'HON, Pierre-Paul;Romanticism;French;painter;
3875;VEEN, Otto van;Mannerism;Flemish;painter;
1962;KREUGER, Nils Edvard;Impressionism;Swedish;painter;Varberg
2199;LUCAS VELÁZQUEZ, Eugenio;Romanticism;Spanish;painter;
2973;PISANO, Giovanni;Medieval;Italian;sculptor;Pisa
1873;JORDAENS, Hans III;Baroque;Flemish;painter;Antwerp
3577;STEINLE, Edward Jakob von;Romanticism;German;painter;
303;BARTOLOMEO DELLA GATTA;Early Renaissance;Italian;painter;Florence
1960;KRAFFT, Per the Elder;Rococo;Swedish;painter;
5;ABBATI, Giuseppe;Realism;Italian;painter;
1289;FICHERELLI, Felice;Baroque;Italian;painter;Florence
2080;LEONBRUNO, Lorenzo;High Renaissance;Italian;painter;Mantua
340;BEECKMAN, Andries;Baroque;Dutch;painter;
3113;RAVESTEYN, Hubert van;Baroque;Dutch;painter;Dordrecht
3218;ROELAS, Juan de las;Baroque;Spanish;painter;Seville
2985;POCCETTI, Bernardino;Mannerism;Italian;painter;Florence
966;COYPEL, Charles-Antoine;Baroque;French;painter;
4036;WEEKS, Edwin Lord;Romanticism;American;painter;
775;CERVELLI, Federico;Baroque;Italian;painter;Venice
1479;GÉRÔME,  Jean-Léon;Realism;French;painter;Paris
4077;WILSON, Richard;Baroque;English;painter;
1798;HUYSMANS, Cornelis;Baroque;Flemish;painter;Mechelen
3425;SCHOPIN, Frédéric-Henri;Romanticism;French;painter;
728;CASTEELS, Pieter;Rococo;Flemish;painter;London
3704;TIRALI, Andrea;Baroque;Italian;architect;Venice
4048;WERTINGER, Hans;Northern Renaissance;German;painter;Landshut
2013;LASCARIS, Giorgio;High Renaissance;Italian;sculptor;
12;ADAM, Lambert-Sigisbert;Baroque;French;sculptor;Nancy
972;COZZI, Marco di Giampietro;Early Renaissance;Italian;sculptor;Venice
3390;SCARSELLINO;High Renaissance;Italian;painter;Ferrara
3334;SALTINI, Pietro;Realism;Italian;painter;Florence
1403;FURTENAGEL, Lukas;Mannerism;German;painter;Augsburg
1384;FREY, Johannes Jakob;Romanticism;Swiss;painter;Italy
3898;VERELST, Herman Pietersz.;Baroque;Dutch;painter;
128;ASCH, Pieter Jansz. van;Baroque;Dutch;painter;Delft
3714;TIVOLI, Serafino de;Realism;Italian;painter;
1177;DUYSTER, Willem Cornelisz.;Baroque;Dutch;painter;Amsterdam
1277;FERRARI, Lorenzo de';Baroque;Italian;painter;Genoa
261;BUONCONSIGLIO, Giovanni;Early Renaissance;Italian;painter;Venice
3641;TALENTI, Simone;Medieval;Italian;architect;Florence
3324;SAINT-EVRE, Gillot;Romanticism;French;painter;Paris
469;BLANCHET, Thomas;Baroque;French;painter;
1564;GLEYRE, Charles-Gabriel;Romanticism;Swiss;painter;
2972;PISANO, Andrea;Medieval;Italian;sculptor;
1374;FRANCKEN, Hieronymus, III;Baroque;Flemish;painter;Antwerp
1914;KICK, Cornelis;Baroque;Dutch;painter;Amsterdam
2181;LORENZETTI, Pietro;Medieval;Italian;painter;Siena
2453;MASTER of St. Gilles;Northern Renaissance;French;painter;
909;CORDIER, Nicolas;Baroque;French;sculptor;Rome
1137;DUBOIS-DRAHONET, Alexandre-Jean;Neoclassicism;French;painter;
846;CLEVE, Joos van;Northern Renaissance;Flemish;painter;Antwerp
392;BENSON, Ambrosius;Northern Renaissance;Flemish;painter;Bruges
3195;RIVIÈRE, Théodore;Realism;French;sculptor;Paris
1341;FOUQUIER, Jacques;Baroque;Flemish;painter;Paris
3923;VERNET, Claude-Joseph;Rococo;French;painter;
1255;FEARNLEY, Thomas;Romanticism;Norwegian;painter;
1885;JUNI, Juan de;Mannerism;Spanish;sculptor;Valladolid
3211;ROBUSTI, Marietta;Mannerism;Italian;painter;Venice
2621;MILDORFER, Joseph Ignaz;Rococo;Austrian;painter;
2474;MASTER of the Holy Kinship;Northern Renaissance;German;painter;Cologne
668;CANO, Alonso;Baroque;Spanish;painter;
1257;FEDERIGHI, Antonio;Early Renaissance;Italian;architect;Siena
1272;FERRARI, Defendente;High Renaissance;Italian;painter;Piedmont
1660;GUGLIELMI, Gregorio;Rococo;Italian;painter;
499;BOEYERMANS, Theodor;Baroque;Flemish;painter;Antwerp
248;BRUYN, Barthel;Northern Renaissance;German;painter;Cologne
3912;VERKOLJE, Johannes I;Baroque;Dutch;painter;Delft
3675;THAULOW, Fritz;Realism;Norwegian;painter;
3201;ROBBIA, Girolamo della;High Renaissance;Italian;sculptor;France
421;BERNERO, Giovanni Battista;Baroque;Italian;sculptor;Turin
1422;GALLEGO, Fernando;Early Renaissance;Spanish;painter;
1834;JACOPO del CASENTINO;Medieval;Italian;painter;Florence
2772;ORLOVSKY, Boris Ivanovich;Neoclassicism;Russian;sculptor;
1964;KROHG, Christian;Impressionism;Norwegian;painter;
2407;MASSYS, Cornelis;Northern Renaissance;Flemish;painter;Antwerp
3919;VERMEULEN, Jan;Baroque;Dutch;painter;Haarlem
1735;HILDEBRANDT, Eduard;Romanticism;German;painter;
1902;KERRICX, Willem Ignatius;Baroque;Flemish;sculptor;
1723;HESS, Heinrich Maria von;Romanticism;German;painter;
1417;GALEN, Nicolaes van;Baroque;Dutch;painter;Hasselt
3319;SAENREDAM, Pieter Jansz;Baroque;Dutch;painter;Haarlem
1561;GIUNTA PISANO;Medieval;Italian;painter;Pisa
2672;NATTIER, Jean-Marc;Baroque;French;painter;Paris
2357;MARIANI, Camillo;Mannerism;Italian;sculptor;Rome
3117;REBELL, Joseph;Romanticism;Austrian;painter;Munich
1218;EVERDINGEN, Allaert van;Baroque;Dutch;painter;
1496;GIAMBONO, Michele;Early Renaissance;Italian;painter;Venice
463;BISON, Giuseppe Bernardino;Romanticism;Italian;painter;Venice
322;BATTEM, Gerrit van;Baroque;Dutch;painter;
1113;DONCKT, François van der;Neoclassicism;Flemish;painter;
2632;MIROU, Anthonie;Baroque;Flemish;painter;Antwerp
653;CULLEN, Maurice Galbraith;Impressionism;Other;painter;
3705;TIROL, Hans;Mannerism;German;painter;Prague
3823;UNKNOWN MASTERS, Spanish;Early Renaissance;Spanish;painter;
1984;LAER, Pieter van;Baroque;Dutch;painter;Rome
2207;LUTI, Benedetto;Baroque;Italian;painter;Rome
2774;ORSI, Lelio;Mannerism;Italian;painter;
196;BRAY, Dirck de;Baroque;Dutch;painter;Haarlem
3182;RIJN, Titus van;Baroque;Dutch;painter;Amsterdam
1667;GUIDOTTI, Paolo;Mannerism;Italian;painter;Rome
3992;VOLPATO, Giovanni;Neoclassicism;Italian;sculptor;
2781;OSONA, Rodrigo de, the Younger;High Renaissance;Spanish;painter;Valencia
2882;PÉNICAUD, Pierre;Mannerism;French;goldsmith;Limoges
2591;MICHELANGELO Buonarroti;High Renaissance;Italian;sculptor;
3530;SOLE, Giovan Gioseffo dal;Baroque;Italian;painter;Bologna
1391;FROMENT, Nicolas;Northern Renaissance;French;painter;Avignon
2978;PISSARRO, Lucien;Impressionism;French;painter;London
1812;ISAIA DA PISA;Early Renaissance;Italian;sculptor;Rome
1758;HOLT, Edwin Frederick;Realism;English;painter;Dunstable
1839;JACQUE, Charles Émile;Realism;French;painter;Barbizon
2589;MICHAU, Théobald;Baroque;Flemish;painter;Antwerp
2385;MARTIN, Henri-Jean-Guillaume;Impressionism;French;painter;Paris
3972;VITI, Timoteo;High Renaissance;Italian;painter;Urbino
2665;NAPOLETANO, Filippo;Baroque;Italian;painter;Rome
1024;DAUBIGNY, Charles-François;Realism;French;painter;
2594;MICHELE DI GIOVANNI DA FIESOLE;Early Renaissance;Italian;sculptor;
2444;MASTER of Monte Oliveto;Medieval;Italian;painter;Siena
1556;GIROLAMO DI BENVENUTO;High Renaissance;Italian;painter;Siena
3510;SLODTZ, René-Michel;Baroque;French;sculptor;
1954;KOPISCH, August;Romanticism;German;painter;Berlin
1126;DOWNMAN, John;Rococo;English;painter;
3235;ROMANINO, Girolamo;High Renaissance;Italian;painter;Brescia
806;CHRISTIAN, Johann Josef;Rococo;German;sculptor;
667;CANDID, Peter;Mannerism;Flemish;painter;
1179;DYCK, Sir Anthony van;Baroque;Flemish;painter;
3785;UDEN, Lucas van;Baroque;Flemish;painter;Antwerp
904;COORTE, Adriaen;Baroque;Dutch;painter;Middelburg
2424;MASTER of AC Monogram;Mannerism;French;painter;
