Id_slikarja;Ime;Narodnost;Obdobje 
1162;DESIDERIO DA SETTIGNANO;Italian;1451-1500
2814;MINARDI, Tommaso;Italian;1801-1850
55;ALT, Rudolf von;Austrian;1801-1850
728;CARAVAGGIO;Italian;1551-1600
1218;DOSIO, Giovanni Antonio;Italian;1551-1600
223;BARRERA, Francisco;Spanish;1601-1650
3067;ORSOLINO, Tommaso;Italian;1601-1650
1056;CRIVELLI, Vittore;Italian;1451-1500
4267;VALCKENBORCH, Marten van I;Flemish;1551-1600
4133;TREMIGNON, Alessandro;Italian;1651-1700
2894;MOREAU, Gustave;French;1851-1900
2605;MASTER of Budapest;Spanish;1501-1550
2128;KEYSER, Nicolaes;Dutch;1651-1700
2914;MOSAIC ARTIST, Byzantine;Other;1101-1150
3968;STOSS, Veit;German;1451-1500
4248;UNTERBERGER, Christoph;Austrian;1751-1800
3471;RÉVOIL, Pierre;French;1801-1850
1115;DAVID d'Angers;French;1801-1850
22;AERTSEN, Pieter;Netherlandish;1501-1550
24;AGNOLO DI POLO;Italian;1451-1500
1394;FETTI, Domenico;Italian;1601-1650
4078;TIFFANY, Louis Comfort;American;1851-1900
1678;GIRARDON, François;French;1651-1700
4042;TENIERS, Abraham;Flemish;1651-1700
1089;DALMATA, Giovanni;Italian;1451-1500
174;BADALOCCHIO, Sisto;Italian;1601-1650
2920;MOSTAERT, Gillis;Flemish;1551-1600
255;BAUM, Paul;German;1851-1900
3129;PAOLO VENEZIANO;Italian;1301-1350
2141;KLODT, Mikhail Konstantinovich;Russian;1851-1900
1844;HALL, Peter Adolf;Swedish;1751-1800
4401;VISSCHER, Claes Jansz. the Elder;Netherlandish;1551-1600
1718;GOTHIC GLASS PAINTER, French;French;1201-1250
2653;MASTER of the Joseph Sequence;Flemish;1501-1550
2713;MAZZOLA BEDOLI, Girolamo;Italian;1501-1550
3288;PLEYDENWURFF, Wilhelm;German;1451-1500
220;BARRA, Didier;French;1601-1650
925;COLA DELL'AMATRICE;Italian;1501-1550
4456;WAEL, Cornelis de;Flemish;1601-1650
4519;WILLEBEECK, Petrus;Flemish;1601-1650
4109;TORELLI, Felice;Italian;1701-1750
3329;PORTA, Guglielmo della;Italian;1501-1550
1106;DARET, Jacques;Flemish;1451-1500
4542;WOLFFORT, Artus;Flemish;1601-1650
2593;MASTER MATEO;Spanish;1151-1200
3337;POURBUS, Frans the Elder;Flemish;1551-1600
1160;DESCOURTIS, Charles-Melchior;French;1751-1800
869;CIMA da Conegliano;Italian;1451-1500
2283;LEGA, Silvestro;Italian;1851-1900
1550;GANDOLFI, Gaetano;Italian;1751-1800
3154;PATEL, Pierre;French;1651-1700
931;COLLINO, Filippo;Italian;1751-1800
3345;PRADIER, James;Swiss;1801-1850
1963;HONDECOETER, Melchior d';Dutch;1651-1700
1397;FEUERBACH, Anselm Friedrich;German;1851-1900
2527;MARIESCHI, Michele;Italian;1701-1750
270;BECCAFUMI, Domenico;Italian;1501-1550
1033;COZZARELLI, Guidoccio;Italian;1451-1500
2724;MEHUS, Livio;Flemish;1651-1700
4376;VIGÉE-LEBRUN, Élisabeth;French;1751-1800
517;BOTTALLA, Giovanni Maria;Italian;1601-1650
3982;STRÓBL, Alajos;Hungarian;1851-1900
3310;POMARANCIO;Italian;1551-1600
811;CECCARELLI, Naddo;Italian;1301-1350
1876;HAYET, Louis;French;1851-1900
2096;JUANES, Juan de;Spanish;1551-1600
2049;JACQUE, Charles Émile;French;1851-1900
2373;LISAERT, Pieter III;Flemish;1551-1600
269;BEAUX, Cecilia;American;1851-1900
244;BASSANO, Jacopo;Italian;1551-1600
2292;LELIE, Adriaan de;Dutch;1751-1800
693;CAMBIASO, Luca;Italian;1551-1600
4064;THOMA, Hans;German;1851-1900
2380;LLANOS VALDÉS, Sebastián de;Spanish;1601-1650
737;CARLONE, Diego Francesco;Italian;1701-1750
1536;GALLE, Cornelis;Flemish;1601-1650
1913;HERRING, Benjamin Jr.;English;1851-1900
3656;RYCKAERT, David II;Flemish;1601-1650
2199;LABILLE-GUIARD, Adélaide;French;1751-1800
2151;KNOLLER, Martin;Austrian;1751-1800
3229;PICART, Jean Michel;French;1601-1650
1355;FANZAGO, Cosimo;Italian;1601-1650
3026;NUVOLONE, Panfilo;Italian;1601-1650
2574;MASSARI, Giorgio;Italian;1701-1750
1604;GERVEX, Henri;French;1851-1900
2097;JUEL, Jens J?rgensen;Danish;1751-1800
2839;MISERONI, Ottavio;Italian;1601-1650
3957;STOCKT, Vrancke van der;Flemish;1401-1450
4399;VISHNYAKOV, Ivan Yakovlevich;Russian;1701-1750
1035;CRABBE, Frans;Flemish;1501-1550
2686;MATES, Joan;Catalan;1401-1450
4285;VANVITELLI, Luigi;Italian;1751-1800
2623;MASTER of Saint Gilles;French;1501-1550
1756;GRECHE, Domenico dalle;Italian;1551-1600
2747;MENGS, Anton Raphael;German;1751-1800
1059;CRONACA;Italian;1451-1500
3448;REICHLICH, Marx;Austrian;1501-1550
3331;POST, Frans;Dutch;1651-1700
2080;JONGHE, Gustave Léonard de;Belgian;1851-1900
2517;MARCELLINI, Carlo Andrea;Italian;1651-1700
1624;GIAQUINTO, Corrado;Italian;1701-1750
4067;THORNHILL, Sir James;English;1701-1750
4027;TARGONE, Cesare;Italian;1551-1600
1227;DOYEN, Gabriel-François;French;1751-1800
4023;TARAVAL, Hugues;French;1751-1800
2543;MARMION, Simon;French;1451-1500
4225;UNKNOWN MASTER, Greek;Greek;1001-1050
1693;GLOVER, John;English;1801-1850
212;BARKER, Thomas;English;1801-1850
2018;ISABEY, Eug?ne;French;1801-1850
8;ABILDGAARD, Nicolai;Danish;1751-1800
2659;MASTER of the Life of Saint John the Baptist;Italian;1301-1350
1260;DUMONT, Jacques;French;1701-1750
4269;VALDAMBRINO, Francesco di;Italian;1401-1450
3598;ROSI, Zanobi;Italian;1601-1650
79;ANDREA DI BARTOLO;Italian;1401-1450
2483;MAITLAND, Paul;English;1851-1900
3941;STEENWIJCK, Pieter;Dutch;1601-1650
3854;SILVANI, Gherardo;Italian;1601-1650
2606;MASTER of Cabestany;Italian;1101-1150
665;CABIANCA, Vincenzo;Italian;1851-1900
3098;PAELINCK, Joseph;Flemish;1801-1850
3621;ROTTMAYR, Johann Michael;Austrian;1701-1750
363;BERRUGUETE, Pedro;Spanish;1451-1500
1488;FRANCO, Giacomo;Italian;1551-1600
1102;DANLOUX, Henri-Pierre;French;1751-1800
990;COSMA, Deodato di;Italian;1251-1300
2189;KUCHARSKI, Aleksander;Polish;1751-1800
2511;MANUEL, Niklaus;Swiss;1501-1550
2727;MEISSONIER, Jean-Louis-Ernest;French;1801-1850
3160;PAULI, Hanna;Swedish;1851-1900
3451;REINAGLE, Ramsay Richard;English;1801-1850
2997;NIEULANDT, Adriaen van, the Younger;Flemish;1601-1650
3739;SAVIN, Paolo di Matteo;Italian;1501-1550
4538;WITTMER, Johann Michael;German;1801-1850
3539;ROCCATAGLIATA, Nicol?;Italian;1601-1650
4032;TASSEL, Jean;French;1601-1650
1310;ENSOR, James;Belgian;1851-1900
1952;HOLBEIN, Ambrosius;German;1501-1550
3205;PESELLINO;Italian;1451-1500
2884;MOOR, Carel de II;Dutch;1651-1700
4216;UNKNOWN MASTER, Austrian;Austrian;1501-1550
1267;DUPRÉ, Louis;French;1801-1850
2758;MERSSEMAN, Auguste Joseph Marie de;Belgian;1801-1850
2066;JEAN LE NOIR;French;1301-1350
3190;PÉRELLE, Gabriel;French;1651-1700
3906;SORGH, Hendrick Maertensz.;Dutch;1601-1650
1506;FROMENTIN, Eug?ne;French;1851-1900
2144;KNELLER, Sir Godfrey;English;1651-1700
4500;WEYDEN, Goswijn van der;Flemish;1501-1550
2805;MIJTENS, Martin I;Dutch;1651-1700
2130;KICK, Cornelis;Dutch;1651-1700
3396;QUILLARD, Pierre-Antoine;French;1701-1750
2806;MILAN, Pierre;French;1551-1600
4018;TALPA, Bartolo;Italian;1401-1450
4436;VOS, Cornelis de;Flemish;1601-1650
3565;ROMANESQUE GLASS PAINTER, Swiss;Swiss;1201-1250
4491;WERNER, Joseph the Younger;Swiss;1651-1700
817;CELLINI, Benvenuto;Italian;1501-1550
4029;TARUFFI, Emilio;Italian;1651-1700
1342;FACCHETTI, Pietro;Italian;1551-1600
1528;GAGNERAUX, Bénigne;French;1751-1800
4431;VONNOH, Robert William;American;1851-1900
2572;MASO DI BARTOLOMMEO;Italian;1401-1450
731;CARDUCHO, Vicente;Spanish;1601-1650
2627;MASTER of San Miniato;Italian;1451-1500
1492;FRATELLINI, Giovanna;Italian;1701-1750
3822;SERAFINI, Serafino;Italian;1351-1400
306;BELLINI, Jacopo;Italian;1401-1450
2622;MASTER of Saint Cecilia;Italian;1301-1350
239;BASAITI, Marco;Italian;1501-1550
3587;ROMBOUTS, Theodor;Flemish;1601-1650
2828;MINIATURIST, Polish;Polish;1401-1450
4569;ZANCHI, Antonio;Italian;1651-1700
2877;MONTELUPO, Raffaello da;Italian;1501-1550
3350;PREMAZZI, Luigi;Italian;1851-1900
2316;LÉPICIÉ, François-Bernard;French;1701-1750
532;BOUILLON, Michel;French;1601-1650
2446;LUTMA, Johannes the Younger;Dutch;1651-1700
3397;QUINSA, Giovanni;Spanish;1601-1650
1331;EYCK, Barthélemy d';Flemish;1451-1500
1914;HERRING, John Frederick the Elder;English;1801-1850
577;BREENBERGH, Bartholomeus;Dutch;1601-1650
1941;HODLER, Ferdinand;Swiss;1851-1900
1425;FLÖTNER, Peter;German;1501-1550
2384;LOCHNER, Stefan;German;1401-1450
70;AMMAN, Jost;Swiss;1551-1600
3259;PIGNONI, Simone;Italian;1651-1700
588;BRIATI, Giuseppe;Italian;1701-1750
3704;SANCHEZ COTÁN, Juan;Spanish;1551-1600
1931;HILDEBRANDT, Ferdinand Theodor;German;1801-1850
1586;GELDORP, Gortzius;Flemish;1551-1600
1359;FASOLO, Bernardino;Italian;1501-1550
4097;TOCQUÉ, Louis;French;1701-1750
2485;MAKOVSKY, Aleksandr Vladimirovich;Russian;1851-1900
1219;DOSSI, Battista;Italian;1501-1550
2366;LIOTARD, Étienne;Swiss;1701-1750
85;ANDROUET DU CERCEAU, Jacques the Elder;French;1551-1600
3332;POST, Pieter Jansz;Dutch;1601-1650
2024;ITTENBACH, Franz;German;1801-1850
4245;UNKNOWN WEAVER, German;German;1401-1450
1628;GIGOLA, Giambattista;Italian;1801-1850
3343;POZZI, Stefano;Italian;1701-1750
4247;UNKNOWN WEAVER, Spanish;Spanish;1051-1100
874;CIOLI, Valerio;Italian;1551-1600
4204;UNKNOWN GOLDSMITH, German;German;1001-1050
2578;MASSYS, Jan;Flemish;1501-1550
1132;DEGOUVE DE NUNCQUES, William;Belgian;1851-1900
1516;FURTENAGEL, Lukas;German;1501-1550
3261;PILLEMENT, Jean-Baptiste;French;1751-1800
3678;SAINT-EVRE, Gillot;French;1801-1850
4364;VETRI, Domenico de';Italian;1501-1550
1080;DAHL, Johan Christian Clausen;Norwegian;1801-1850
352;BERMEJO, Bartolomé;Spanish;1451-1500
4562;YKENS, Frans;Flemish;1601-1650
2109;KEBERLIN, Michael;German;1551-1600
3439;REDON, Odilon;French;1851-1900
480;BONTEMPS, Pierre;French;1551-1600
4096;TIZIANO Vecellio;Italian;1501-1550
134;ARTIOLI, Giuseppe;Italian;1751-1800
149;ATTAVANTE DEGLI ATTAVANTI;Italian;1451-1500
1022;COUWENBERGH, Christiaen van;Dutch;1601-1650
3960;STOM, Matthias;Dutch;1601-1650
3701;SAN FRIANO, Maso da;Italian;1551-1600
2819;MINIATURIST, English;English;1001-1050
553;BRACCESCO, Carlo;Italian;1451-1500
4495;WESTALL, Richard;English;1801-1850
3976;STRIGEL, Bernhard;German;1501-1550
2733;MELIORE;Italian;1251-1300
1210;DONNER, Georg Raphael;Austrian;1701-1750
449;BOIZOT, Simon-Louis;French;1751-1800
1592;GENTILE DA FABRIANO;Italian;1351-1400
4426;VOIS, Arie de;Dutch;1651-1700
1275;DURET, Francisque-Joseph;French;1801-1850
43;ALENZA Y NIETO, Leonardo;Spanish;1801-1850
1118;DAVID, Jérôme;French;1601-1650
3227;PIAZZETTA, Giacomo;Italian;1651-1700
3757;SCHALLER, Johann Nepomuk;German;1801-1850
340;BERENTZ, Christian;German;1651-1700
2220;LANCRET, Nicolas;French;1701-1750
1671;GIOVANNI DI NICOLA DA PISA;Italian;1301-1350
2632;MASTER of the Albertini;Italian;1301-1350
2791;MIERIS, Jan van;Dutch;1651-1700
4246;UNKNOWN WEAVER, Italian;Italian;1451-1500
4408;VITELLI, Luisa;Italian;1701-1750
3594;ROOS, Philipp Peter;German;1601-1650
2628;MASTER of St Francis;Italian;1251-1300
3857;SILVESTRE, Louis de;French;1701-1750
2731;MELBYE, Anton;Danish;1801-1850
395;BIJLERT, Jan van;Dutch;1601-1650
3477;RIBALTA, Juan;Spanish;1601-1650
1360;FASOLO, Giovanni Antonio;Italian;1551-1600
4213;UNKNOWN ICON PAINTER, Cretan;Greek;1101-1150
4466;WARIN, Jean;French;1601-1650
650;BUSHNELL, John;English;1651-1700
734;CARLEVARIS, Marianna;Italian;1701-1750
4322;VERBRUGGEN, Gaspar Peeter the Younger;Flemish;1701-1750
3593;ROOS, Johann Heinrich;German;1651-1700
332;BENTLEY, Charles;English;1801-1850
674;CAFFIÉRI, Jean-Jacques;French;1751-1800
1629;GIJSBRECHTS, Cornelis Norbertus;Flemish;1651-1700
2865;MOMPER, Philips de, I;Flemish;1601-1650
2072;JERVAS, Charles;Irish;1701-1750
909;CLOVIO, Giulio;Italian;1501-1550
1611;GHERARDUCCI, Don Silvestro dei;Italian;1351-1400
1965;HONDIUS, Hendrik I;Dutch;1601-1650
4372;VICTORS, Jan;Dutch;1651-1700
2478;MAINARDI, Bastiano;Italian;1451-1500
2357;LIN, Herman van;Dutch;1651-1700
3636;RUGGIERI, Ferdinando;Italian;1701-1750
3197;PERRAULT, Claude;French;1651-1700
1795;GUALTIERO PADOVANO;Italian;1501-1550
2761;MESSMER, Franz;Austrian;1751-1800
1433;FONTANA, Annibale;Italian;1551-1600
2356;LIMOSIN, Léonard;French;1501-1550
2288;LEICKERT, Charles Henri Joseph;Belgian;1851-1900
3992;SURUGUE, Louis;French;1701-1750
3779;SCHOLDERER, Otto Franz;German;1851-1900
4234;UNKNOWN POTTER, Austrian;Austrian;1701-1750
309;BELLO, Marco;Italian;1501-1550
2038;JACOMETTO VENEZIANO;Italian;1451-1500
697;CAMMARANO, Michele;Italian;1851-1900
4055;THEOPHANES the Cretan;Greek;1501-1550
3159;PAUDISS, Christoph;German;1651-1700
1224;DOUVEN, Jan Frans;Dutch;1651-1700
3694;SALVIATI, Cecchino del;Italian;1501-1550
1950;HOGENBERG, Nicolaas;Flemish;1501-1550
4316;VENNE, Adriaen Pietersz. van de;Dutch;1601-1650
2167;KOLLONITSCH, Christian;Austrian;1751-1800
2067;JEAURAT, Etienne;French;1701-1750
2258;LE GROS, Pierre the Younger;French;1651-1700
3199;PERRIN, Jean-Charles-Nicaise;French;1751-1800
3767;SCHENCK, Pieter;Dutch;1701-1750
323;BENINTENDI, Orsino;Italian;1451-1500
2248;LAURI, Filippo;Italian;1651-1700
1255;DUJARDIN, Karel;Dutch;1651-1700
2125;KEY, Adriaen Thomasz;Flemish;1551-1600
1413;FISCHER, Johann Martin;German;1751-1800
210;BARDELLINO, Pietro;Italian;1751-1800
3733;SASSETTA;Italian;1401-1450
3544;ROELOFS, Willem;Dutch;1851-1900
2079;JONGH, Ludolf de;Dutch;1651-1700
1429;FOGGINI, Giambattista;Italian;1651-1700
457;BOLSWERT, Boetius Adamsz.;Dutch;1601-1650
3121;PANNEMAKER, Willem de;Flemish;1551-1600
1787;GROS, Antoine-Jean;French;1801-1850
2233;LANINO, Bernardino;Italian;1551-1600
2471;MAGGIOTTO, Domenico;Italian;1751-1800
1437;FONTANA, Giovanni Battista;Italian;1551-1600
966;COQUES, Gonzales;Flemish;1651-1700
1728;GOTHIC SCULPTOR, Netherlandish;Netherlandish;1301-1350
2879;MONTFORT, Octavianus;French;1601-1650
264;BEAUBRUN, Charles;French;1651-1700
61;ALTOMONTE, Bartolomeo;Austrian;1701-1750
520;BOTTICINI, Francesco;Italian;1451-1500
1414;FISCHER, Josef Vinzenz;Austrian;1751-1800
911;COCHIN, Charles-Nicolas II;French;1751-1800
2395;LONGHI, Alessandro;Italian;1751-1800
1147;DELPY, Hippolyte-Camille;French;1851-1900
2710;MAZZANTI, Ludovico;Italian;1701-1750
2540;MARKÓ, Károly the Elder;Hungarian;1801-1850
3024;NUVOLONE, Carlo Francesco;Italian;1601-1650
2732;MELÉNDEZ, Luis;Spanish;1751-1800
276;BEERSTRATEN, Anthonie;Flemish;1651-1700
1878;HAYTER, George;English;1801-1850
1099;DANDRIDGE, Bartholomew;English;1701-1750
1971;HOOGSTRATEN, Samuel van;Dutch;1651-1700
1953;HOLBEIN, Hans the Elder;German;1451-1500
1945;HOEFNAGEL, Joris;Flemish;1551-1600
90;ANGELLIS, Pieter;Flemish;1701-1750
1526;GAGGINI, Antonello;Italian;1501-1550
3020;NOVELLI, Antonio;Italian;1601-1650
828;CEULEN, Peter Wolfgang van;German;1501-1550
3196;PERRAUD, Jean-Joseph;French;1851-1900
3068;ORTELIUS, Abraham;Flemish;1551-1600
1071;CUYLENBORCH, Abraham van;Dutch;1601-1650
418;BLEYSWIJCK, Cornelis Adriaensz van;Dutch;1601-1650
2873;MONTAGNA, Bartolomeo;Italian;1451-1500
3498;RIESENER, Jean-Henri;German;1751-1800
2388;LOMBARD, Lambert;Flemish;1501-1550
3972;STRAUB, Johann Baptist;German;1751-1800
1908;HERP, Willem van, the Elder;Flemish;1601-1650
583;BREKELENKAM, Quiringh van;Dutch;1651-1700
1556;GAREMIJN, Jan Antoon;Flemish;1751-1800
2961;NAVARRETE, Juan Fernández de;Spanish;1551-1600
4083;TINTORE, Simone del;Italian;1651-1700
4609;ZURBARÁN, Juan de;Spanish;1601-1650
452;BOLDINI, Giovanni;Italian;1851-1900
3529;ROBERT, Léopold;Swiss;1801-1850
96;ANGRAND, Charles;French;1851-1900
948;CONINXLOO, Gillis van;Flemish;1551-1600
3853;SILOE, Gil de;Spanish;1451-1500
99;ANGUISSOLA, Lucia;Italian;1551-1600
1984;HOUDON, Jean-Antoine;French;1751-1800
1372;FERG, Franz de Paula;Austrian;1701-1750
4196;UNKNOWN GOLDSMITH, Bohemian;Bohemian;1551-1600
1242;DUBORDIEU, Pieter;Dutch;1601-1650
2712;MAZZIERE, Agnolo di Domenico;Italian;1451-1500
465;BONAVIA, Carlo;Italian;1751-1800
2012;IBI, Sinibaldo;Italian;1501-1550
4149;TROYON, Constant;French;1851-1900
1398;FIAMMINGO, Paolo;Flemish;1551-1600
1537;GALLE, Hieronymus;Flemish;1651-1700
2870;MONNOYER, Jean-Baptiste;French;1651-1700
1845;HALLÉ, Noël;French;1751-1800
3771;SCHICK, Christian Gottlieb;German;1801-1850
646;BURGOS, Juan de;Spanish;1451-1500
2032;JACOBELLO DEL FIORE;Italian;1401-1450
374;BETTERA, Bartolomeo;Italian;1651-1700
4280;VANDERCRUSE, Roger;French;1751-1800
510;BOSSCHAERT, Jan-Baptist;Flemish;1701-1750
970;CORINTH, Lovis;German;1851-1900
2031;JACOBELLO DEL BONOMO;Italian;1351-1400
1773;GRIGORESCU, Nicolae;Other;1851-1900
47;ALLEGRAIN, Christophe-Gabriel;French;1751-1800
3130;PARACCA, Giovanni Antonio;Italian;1551-1600
807;CAVRIOLI, Francesco;Italian;1601-1650
3163;PEALE, James;American;1801-1850
312;BELLUCCI, Antonio;Italian;1651-1700
4160;TURNER, Joseph Mallord William;English;1801-1850
3729;SARGENT, John Singer;American;1851-1900
188;BALDI, Lazzaro;Italian;1651-1700
2296;LEMOINE, Marie-Victoire;French;1751-1800
4589;ZIMMERMANN, Carl Friedrich;German;1801-1850
4166;UDEN, Lucas van;Flemish;1601-1650
3066;ORSI, Tranquillo;Italian;1801-1850
4507;WIERIX, Hieronymus;Flemish;1551-1600
4606;ZUGNO, Francesco;Italian;1701-1750
2703;MAYER, Marie-Constance;French;1801-1850
2193;KYHN, Vilhelm;Danish;1801-1850
2465;MAES, Nicolaes;Dutch;1651-1700
1222;DOUFFET, Gérard;Flemish;1601-1650
655;BUTTERI, Giovanni Maria;Italian;1551-1600
216;BAROCCI, Federico Fiori;Italian;1551-1600
2330;LEVITSKY, Dmitry Grigorevich;Russian;1751-1800
2573;MASOLINO da Panicale;Italian;1401-1450
44;ALESSI, Galeazzo;Italian;1551-1600
1708;GONZÁLEZ Y SERRANO, Bartolomé;Spanish;1601-1650
2998;NIEULANDT, Willem van, the Younger;Dutch;1601-1650
4565;ZACCHIA, Lorenzo;Italian;1551-1600
933;COLLINS, Charles;Irish;1701-1750
2360;LINGELBACH, Johannes;Dutch;1651-1700
3221;PHILLIPS, Thomas;English;1801-1850
769;CASAS I CARBÓ, Ramón;Spanish;1851-1900
3112;PALMA, Antonio;Italian;1501-1550
3138;PARMIGIANINO;Italian;1501-1550
1647;GIOTTINO;Italian;1301-1350
2971;NELLI, Ottaviano;Italian;1401-1450
3943;STEER, Philip Wilson;English;1851-1900
1763;GRÉSELY, Gabriel-Gaspard;French;1701-1750
3892;SOLARI, Guiniforte;Italian;1451-1500
4420;VOET, Jacob Ferdinand;Flemish;1651-1700
715;CANTOFOLI, Ginevra;Italian;1651-1700
3224;PIANTA, Francesco;Italian;1651-1700
1127;DECKER, Cornelis Gerritsz;Dutch;1651-1700
4081;TILLOT, Charles Victor;French;1851-1900
3759;SCHARF, George;German;1801-1850
1511;FUGA, Ferdinando;Italian;1701-1750
1597;GÉRARD, Marguerite;French;1751-1800
1601;GERMAIN, François-Thomas;French;1751-1800
3055;OPIE, John;English;1751-1800
3135;PARIGI, Alfonso the Younger;Italian;1601-1650
3863;SIMONINI, Francesco;Italian;1701-1750
157;AVELINE, Antoine;French;1701-1750
2577;MASSYS, Cornelis;Flemish;1501-1550
169;BACICCIO;Italian;1651-1700
4508;WIERIX, Jan;Flemish;1551-1600
3712;SANGALLO, Giuliano da;Italian;1451-1500
2804;MIJTENS, Jan;Dutch;1651-1700
2835;MIR TRINXET, Joaquím;Catalan;1851-1900
4603;ZUCCHI, Francesco;Italian;1551-1600
3035;ODERISI, Pietro;Italian;1251-1300
839;CHARLET, Nicolas-Toussaint;French;1801-1850
3897;SOLE, Giovan Gioseffo dal;Italian;1651-1700
2522;MARCONI, Rocco;Italian;1501-1550
3242;PIERO DI COSIMO;Italian;1451-1500
4107;TOOROP, Jan;Dutch;1851-1900
3912;SPADINO, Bartolomeo;Italian;1701-1750
2855;MOLIN, Johann Peter;Swedish;1851-1900
1002;COTER, Colijn de;Flemish;1451-1500
1031;COYSEVOX, Antoine;French;1651-1700
809;CAZES, Pierre-Jacques;French;1701-1750
3635;RUES, Tommaso;Austrian;1651-1700
2846;MOITTE, Jean-Guillaume;French;1751-1800
3611;ROSSI, Giovanni Antonio de';Italian;1551-1600
40;ALCIBAR, José de;Other;1751-1800
2503;MANFREDI, Bartolomeo;Italian;1601-1650
1739;GRAAT, Barent;Dutch;1651-1700
351;BERLINGHIERI, Bonaventura;Italian;1201-1250
153;AUDUBON, John James;American;1801-1850
1575;GAUGUIN, Paul;French;1851-1900
2215;LAMBERTI, Niccol? di Piero;Italian;1401-1450
1391;FERRI, Ciro;Italian;1651-1700
1702;GONÇALVES, Nuno;Portuguese;1451-1500
2085;JOOS van Wassenhove;Flemish;1451-1500
4002;SWAMMERDAM, Jan;Dutch;1651-1700
2871;MONSIAU, Nicolas-André;French;1751-1800
4405;VISSCHER, Roemer;Dutch;1551-1600
780;CASTELLO, Valerio;Italian;1601-1650
4510;WIJCK, Thomas;Dutch;1651-1700
3632;RUBLYOV, Andrey;Russian;1401-1450
1700;GOGH, Vincent van;Dutch;1851-1900
1301;ELINGA, Pieter Janssens;Dutch;1651-1700
893;CLERCK, Hendrik de;Flemish;1601-1650
4119;TORRITI, Jacopo;Italian;1251-1300
2856;MOLINARI, Antonio;Italian;1651-1700
2833;MINIO, Tiziano;Italian;1501-1550
2209;LAIRESSE, Gérard de;Dutch;1651-1700
3841;SHEE, Sir Martin Archer;Irish;1801-1850
50;ALLORI, Cristofano;Italian;1601-1650
752;CARPI, Girolamo da;Italian;1501-1550
3017;NOTKE, Bernt;German;1451-1500
335;BÉRAUD, Jean;French;1851-1900
4488;WERENSKIOLD, Erik;Norwegian;1851-1900
4300;VEEN, Otto van;Flemish;1551-1600
1136;DELAROCHE, Paul;French;1801-1850
3795;SCHUPPEN, Jacques van;French;1701-1750
1634;GILLIS, Nicolaes;Dutch;1601-1650
627;BRYULLOV, Aleksandr Pavlovich;Russian;1801-1850
4049;TERZIO, Francesco;Italian;1551-1600
366;BERTIN, Jean-Victor;French;1801-1850
2063;JÄRNEFELT, Eero;Finnish;1851-1900
1236;DUBBELS, Hendrik Jakobsz.;Dutch;1651-1700
4553;WTEWAEL, Peter;Dutch;1601-1650
1040;CRANACH, Lucas the Elder;German;1501-1550
4249;UNTERBERGER, Michelangelo;Austrian;1701-1750
4079;TILBORGH, Gillis van;Flemish;1651-1700
4158;TURCHI, Alessandro;Italian;1601-1650
1123;DEÁK-ÉBNER, Lajos;Hungarian;1851-1900
904;CLODION;French;1751-1800
201;BANKS, Thomas;English;1751-1800
4074;TIELIUS, Johannes;Dutch;1651-1700
3980;STRINGER, Francis;English;1751-1800
645;BURGKMAIR, Hans;German;1501-1550
1440;FONTANESI, Antonio;Italian;1851-1900
605;BROUWER, Adriaen;Flemish;1601-1650
1709;GOOCH, Thomas;English;1751-1800
1459;FRANCAVILLA, Pietro;Flemish;1551-1600
1976;HORENBOUT, Gerard;Flemish;1501-1550
75;ANDREA DA FIRENZE;Italian;1351-1400
2546;MARON, Anton von;Austrian;1751-1800
1129;DEFERNEX, Jean-Baptiste;French;1751-1800
1445;FORMENT, Damian;Spanish;1501-1550
4588;ZIMMERMANN, August Albert;German;1801-1850
1954;HOLBEIN, Hans the Younger;German;1501-1550
2054;JAERSVELT, Reijnier van;Flemish;1501-1550
3738;SAVERY, Roelandt;Dutch;1601-1650
1824;GUTSCHE, Jonas;Dutch;1651-1700
2177;KRAEN, Adriaen Jansz.;Dutch;1651-1700
2776;MICHELANGELO Buonarroti;Italian;1501-1550
3195;PERMOSER, Balthasar;German;1701-1750
3324;PORCELLIS, Julius;Dutch;1601-1650
2718;MCNICOLL, Helen Galloway;American;1851-1900
4278;VALLOTTON, Félix;Swiss;1851-1900
2413;LÓPEZ, Francisco;Spanish;1551-1600
3657;RYCKAERT, David the Younger;Flemish;1601-1650
1942;HOECHLE, Johann Nepomuk;German;1801-1850
690;CALVAERT, Denys;Flemish;1551-1600
3346;PRÉAULT, Antoine-Augustin;French;1801-1850
1049;CRESSENT, Charles;French;1701-1750
3549;ROGER OF HELMARSHAUSEN;German;1101-1150
1016;COUSIN, Jean the Younger;French;1551-1600
1797;GUARDI, Francesco;Italian;1751-1800
571;BREA, Louis;Italian;1451-1500
1369;FÉNYES, Adolf;Hungarian;1851-1900
260;BAZZANI, Giuseppe;Italian;1701-1750
1271;DURAMEAU, Louis-Jean-Jacques;French;1751-1800
2784;MICHELOZZO DI BARTOLOMEO;Italian;1401-1450
3375;PUGH, Herbert;Irish;1751-1800
858;CHRISTIAN, Johann Josef;German;1751-1800
2644;MASTER of the Dresden Prayer Book;Flemish;1451-1500
3505;RIJN, Titus van;Dutch;1651-1700
1808;GUÉRIN, Pierre-Narcisse;French;1801-1850
4087;TIRONI, Francesco;Italian;1751-1800
1098;DANDRÉ-BARDON, Michel-François;French;1701-1750
3873;SLAVONA, Maria;German;1851-1900
